id_cliente;id_geografia;id_cliente_alternativa;primer_nombre;segundo_nombre;fecha_nacimiento;estado_civil;genero;correo;salario_mensual;cantidad_hijos;cantidad_hijos_en_casa;EnglishEducation;nivel_educativo;EnglishOccupation;ocupacion;casa_propia?;cantidad_autos;direccion1;direccion2;telefono;fecha_primera_compra;distancia_tienda_mas_cercana
18791;638;AW00018791;Megan;Blue;19/02/1985;S;Mujer;megan34@adventure-works.com;40000;0;0;High School;Educación secundaria;Skilled Manual;Obrero especializado;1;2;9652 Los Angeles;;952-555-0115;21/12/2013;5-10 Km
18792;552;AW00018792;Gabriella;Peterson;20/02/1985;C;Mujer;gabriella2@adventure-works.com;40000;0;0;High School;Educación secundaria;Skilled Manual;Obrero especializado;1;2;1829 Satin Court;;193-555-0123;24/11/2013;5-10 Km
18793;40;AW00018793;Angel;Cox;17/10/1949;C;Hombre;angel10@adventure-works.com;20000;4;0;High School;Educación secundaria;Skilled Manual;Obrero especializado;0;2;5812 Cincerto Circle;;1 (11) 500 555-0110;24/11/2013;1-2 Km
18794;337;AW00018794;Andrew;Davis;16/09/1984;S;Hombre;andrew14@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;1;7808 Brown St.;;689-555-0149;02/11/2013;5-10 Km
18795;62;AW00018795;Nathan;Alexander;03/03/1984;S;Hombre;nathan15@adventure-works.com;40000;0;0;Partial High School;Educación secundaria (en curso);Clerical;Administrativo;0;2;570 Highridge Court;;161-555-0119;08/05/2013;1-2 Km
18796;18;AW00018796;Marvin;Ruiz;04/06/1953;C;Hombre;marvin2@adventure-works.com;10000;2;1;High School;Educación secundaria;Skilled Manual;Obrero especializado;1;2;1354 Catnip Court;;1 (11) 500 555-0118;09/10/2013;5-10 Km
18797;634;AW00018797;Evan;Murphy;21/09/1983;S;Hombre;evan16@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;0;1;6900 Bellord Ct.;;794-555-0159;21/01/2014;1-2 Km
18798;325;AW00018798;Andrea;Allen;11/12/1983;C;Mujer;andrea45@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;2;1658 Stonyhill Circle;;306-555-0110;31/10/2013;5-10 Km
18799;331;AW00018799;Jacob;Lewis;22/04/1977;C;Hombre;jacob17@adventure-works.com;60000;1;0;Graduate Degree;Estudios de postgrado;Skilled Manual;Obrero especializado;1;0;3114 Notre Dame Ave.;;128-555-0173;04/04/2013;0-1 Km
18800;542;AW00018800;Jennifer;Phillips;08/10/1982;C;Mujer;jennifer8@adventure-works.com;60000;1;1;Graduate Degree;Estudios de postgrado;Skilled Manual;Obrero especializado;1;0;1074 Lori Drive;;158-555-0148;06/11/2013;1-2 Km
18801;299;AW00018801;Dawn;Yuan;17/09/1976;C;Mujer;dawn30@adventure-works.com;60000;1;1;Graduate Degree;Estudios de postgrado;Skilled Manual;Obrero especializado;1;0;1019 Carletto Drive;;976-555-0113;30/10/2013;0-1 Km
18802;611;AW00018802;Mario;Shen;07/10/1982;C;Hombre;mario1@adventure-works.com;60000;1;1;Graduate Degree;Estudios de postgrado;Skilled Manual;Obrero especializado;1;0;4951 G Street;;602-555-0112;26/11/2013;0-1 Km
18803;611;AW00018803;Cedric;Zheng;26/05/1977;C;Hombre;cedric19@adventure-works.com;60000;1;1;Graduate Degree;Estudios de postgrado;Skilled Manual;Obrero especializado;1;0;26 Plymouth Dr.;;433-555-0141;06/12/2013;0-1 Km
18804;347;AW00018804;Aaron;Gonzales;22/05/1982;C;Hombre;aaron16@adventure-works.com;60000;1;1;Graduate Degree;Estudios de postgrado;Skilled Manual;Obrero especializado;1;0;4247 Bellows Ct;;647-555-0136;16/12/2013;1-2 Km
18805;536;AW00018805;Tracy;Simpson;19/12/1977;C;Mujer;tracy4@adventure-works.com;50000;1;1;Bachelors;Licenciatura;Skilled Manual;Obrero especializado;1;0;7427 Fern Leaf Lane;;242-555-0116;27/01/2014;0-1 Km
18806;539;AW00018806;Kaitlyn;Torres;08/03/1978;C;Mujer;kaitlyn60@adventure-works.com;50000;1;1;Bachelors;Licenciatura;Skilled Manual;Obrero especializado;1;0;3340 Baywood Drive;;635-555-0110;30/11/2013;2-5 Km
18807;307;AW00018807;Spencer;Bennett;11/01/1970;S;Hombre;spencer2@adventure-works.com;130000;2;2;Graduate Degree;Estudios de postgrado;Management;Gestión;0;2;1496 Chilpancingo;;503-555-0131;27/03/2013;1-2 Km
18808;310;AW00018808;Gabrielle;Perez;24/10/1961;S;Mujer;gabrielle55@adventure-works.com;70000;3;2;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;1;5993 Baywood Drive;;988-555-0180;17/12/2013;5-10 Km
18809;536;AW00018809;Jason;King;06/10/1961;C;Hombre;jason47@adventure-works.com;80000;2;1;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;1;1078 Aloe Vera Road;;797-555-0190;01/04/2013;0-1 Km
18810;612;AW00018810;Casey;Dominguez;22/12/1939;C;Hombre;casey36@adventure-works.com;60000;2;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;1841 Prestwick Drive;;352-555-0114;09/11/2013;1-2 Km
18811;59;AW00018811;Samuel;Perry;24/12/1968;C;Hombre;samuel6@adventure-works.com;80000;4;3;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;2;2192 Pacifica Ave;;240-555-0173;22/02/2013;2-5 Km
18812;69;AW00018812;Kyle;Adams;30/09/1979;S;Hombre;kyle45@adventure-works.com;80000;4;3;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;2;9884 Pacifica Ave.;;274-555-0116;01/03/2013;2-5 Km
18813;607;AW00018813;Kristy;Hernandez;05/11/1968;S;Mujer;kristy4@adventure-works.com;90000;0;0;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;1;8732 Carob Way;;226-555-0181;20/01/2014;5-10 Km
18814;616;AW00018814;Evan;Adams;10/01/1980;S;Hombre;evan39@adventure-works.com;90000;0;0;Partial College;Estudios universitarios (en curso);Professional;Profesional;0;1;4428 Jones Rd.;;766-555-0180;10/07/2013;10+ Km
18815;626;AW00018815;Abigail;Rogers;13/12/1968;C;Mujer;abigail5@adventure-works.com;90000;0;0;Partial College;Estudios universitarios (en curso);Professional;Profesional;0;1;8585 Los Gatos Ct.;;329-555-0186;20/09/2013;10+ Km
18816;546;AW00018816;Taylor;Smith;12/12/1968;S;Mujer;taylor47@adventure-works.com;90000;0;0;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;1;319 Dale Pl.;;753-555-0165;28/02/2013;10+ Km
18817;633;AW00018817;Brittany;Russell;06/01/1985;S;Mujer;brittany18@adventure-works.com;90000;0;0;Partial College;Estudios universitarios (en curso);Professional;Profesional;0;2;1437 Doon Cr;;118-555-0149;24/12/2013;2-5 Km
18818;343;AW00018818;Lucas;Torres;12/09/1968;C;Hombre;lucas76@adventure-works.com;130000;3;2;Bachelors;Licenciatura;Management;Gestión;1;3;3848 Mt. Diablo St.;;476-555-0141;20/12/2013;0-1 Km
18819;368;AW00018819;Miranda;Bennett;22/04/1974;C;Mujer;miranda1@adventure-works.com;150000;3;1;Bachelors;Licenciatura;Management;Gestión;1;2;7475 Peachwillow Street;;278-555-0150;05/12/2013;1-2 Km
18820;383;AW00018820;Alexandria;Cook;29/01/1974;C;Mujer;alexandria42@adventure-works.com;160000;1;1;Bachelors;Licenciatura;Management;Gestión;1;4;8048 Rosina Court;;203-555-0130;08/07/2013;0-1 Km
18821;55;AW00018821;Juan;Morgan;14/06/1968;S;Hombre;juan23@adventure-works.com;80000;5;4;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;2;4032 Woodruff Ln.;;848-555-0112;14/06/2013;5-10 Km
18822;536;AW00018822;Gregory;Ferrier;23/12/1967;C;Hombre;gregory26@adventure-works.com;90000;5;4;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;3;4055 Leonard Ct.;;882-555-0118;10/08/2013;1-2 Km
18823;298;AW00018823;Russell;Xu;24/10/1967;S;Hombre;russell9@adventure-works.com;110000;1;3;Bachelors;Licenciatura;Management;Gestión;0;1;3309 Clayton Way;;719-555-0182;06/06/2013;1-2 Km
18824;331;AW00018824;Elijah;Collins;21/02/1968;C;Hombre;elijah31@adventure-works.com;120000;1;3;High School;Educación secundaria;Professional;Profesional;1;4;2535 Park Lane;;620-555-0143;29/11/2013;5-10 Km
18825;358;AW00018825;Brandon;Smith;18/09/1973;C;Hombre;brandon37@adventure-works.com;130000;1;2;Bachelors;Licenciatura;Management;Gestión;1;4;8753 Jacaranda Dr.;;179-555-0159;09/09/2013;0-1 Km
18826;62;AW00018826;Allison;Stewart;23/06/1972;C;Mujer;allison24@adventure-works.com;70000;5;4;Partial College;Estudios universitarios (en curso);Professional;Profesional;0;3;1804 B Southampton Rd.;;334-555-0139;13/03/2013;2-5 Km
18827;536;AW00018827;Carmen;Raman;18/11/1972;S;Mujer;carmen15@adventure-works.com;80000;5;4;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;3;9327 Roland Drive;;990-555-0183;27/12/2013;5-10 Km
18828;616;AW00018828;Morgan;Wright;16/08/1966;C;Mujer;morgan17@adventure-works.com;80000;5;4;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;3;1121 Ferry Street;;165-555-0175;15/09/2013;1-2 Km
18829;618;AW00018829;Jackson;Simmons;11/09/1966;S;Hombre;jackson17@adventure-works.com;90000;4;3;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;0;6328 Eola;;762-555-0151;03/12/2013;5-10 Km
18830;298;AW00018830;Kristine;Ortega;08/03/1967;C;Mujer;kristine22@adventure-works.com;110000;1;3;Bachelors;Licenciatura;Management;Gestión;1;3;7581 Alaska Dr.;;403-555-0196;17/11/2013;5-10 Km
18831;298;AW00018831;Andy;Hernandez;27/06/1967;S;Hombre;andy8@adventure-works.com;110000;1;3;Bachelors;Licenciatura;Management;Gestión;1;3;5485 Wee Donegal;# 77;922-555-0148;26/12/2013;5-10 Km
18832;355;AW00018832;Dylan;Jackson;04/02/1967;C;Hombre;dylan42@adventure-works.com;130000;1;3;Bachelors;Licenciatura;Management;Gestión;0;3;594 Danesta Dr.;;708-555-0179;12/12/2013;2-5 Km
18833;334;AW00018833;Morgan;Baker;30/08/1960;C;Mujer;morgan13@adventure-works.com;60000;2;0;High School;Educación secundaria;Professional;Profesional;0;2;3560 River Rock Lane;;156-555-0171;09/12/2013;1-2 Km
18834;614;AW00018834;Ana;Foster;18/04/1961;C;Mujer;ana15@adventure-works.com;60000;2;0;High School;Educación secundaria;Professional;Profesional;0;2;7680 Glaze Ct;;117-555-0159;28/12/2013;1-2 Km
18835;316;AW00018835;Isabelle;Coleman;11/10/1960;S;Mujer;isabelle6@adventure-works.com;60000;2;0;High School;Educación secundaria;Professional;Profesional;1;2;2421 Norse Drive;;336-555-0172;29/01/2013;5-10 Km
18836;633;AW00018836;Nicole;Cooper;13/08/1960;S;Mujer;nicole35@adventure-works.com;60000;2;0;High School;Educación secundaria;Professional;Profesional;1;2;8282 Meadowbrook Court;;236-555-0198;27/03/2013;5-10 Km
18837;372;AW00018837;Amanda;Hernandez;11/04/1961;C;Mujer;amanda61@adventure-works.com;70000;4;3;High School;Educación secundaria;Professional;Profesional;1;0;7612 Wilbur Drive;;695-555-0150;05/06/2013;1-2 Km
18838;372;AW00018838;Natalie;Morris;09/09/1966;C;Mujer;natalie2@adventure-works.com;80000;3;2;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;1;3159 C Wharton Way;;479-555-0144;17/12/2013;5-10 Km
18839;60;AW00018839;Don;Lee;09/04/1966;C;Hombre;don4@adventure-works.com;80000;3;2;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;1;6212 C Olivera Rd;;465-555-0196;10/11/2013;1-2 Km
18840;633;AW00018840;Alexandria;Barnes;17/06/1961;C;Mujer;alexandria3@adventure-works.com;80000;3;2;Partial College;Estudios universitarios (en curso);Professional;Profesional;0;1;3875 Black Walnut Court;;388-555-0133;29/11/2013;1-2 Km
18841;63;AW00018841;Gabriella;Campbell;06/03/1942;C;Mujer;gabriella29@adventure-works.com;40000;3;0;Partial College;Estudios universitarios (en curso);Professional;Profesional;0;2;2528 G St.;;361-555-0180;02/05/2013;5-10 Km
18842;69;AW00018842;James;Gonzalez;05/01/1942;S;Hombre;james58@adventure-works.com;40000;3;0;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;2;8521 C Mt. Hood Circle;;167-555-0196;10/05/2013;5-10 Km
18843;536;AW00018843;Luis;Perez;19/07/1941;C;Hombre;luis36@adventure-works.com;50000;2;0;Graduate Degree;Estudios de postgrado;Management;Gestión;0;2;7290 Sweeney Road;;244-555-0188;20/11/2013;1-2 Km
18844;635;AW00018844;Dalton;Hernandez;11/10/1947;S;Hombre;dalton25@adventure-works.com;50000;2;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;9507 San Vicente Dr;;865-555-0169;21/06/2013;5-10 Km
18845;642;AW00018845;Katherine;Hughes;29/09/1941;C;Mujer;katherine37@adventure-works.com;60000;2;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;47 Catherine Way;;858-555-0114;22/04/2013;1-2 Km
18846;644;AW00018846;Deb;Hughes;31/08/1941;S;Hombre;deb8@adventure-works.com;60000;2;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;2479 Buckingham Dr.;;723-555-0161;03/01/2014;5-10 Km
18847;553;AW00018847;Ariana;Richardson;08/05/1947;C;Mujer;ariana8@adventure-works.com;60000;2;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;8230 Madrone St;;165-555-0198;19/08/2013;5-10 Km
18848;299;AW00018848;Christian;Harris;01/11/1941;C;Hombre;christian49@adventure-works.com;70000;4;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;9904 C. Mt. Hood;;755-555-0163;13/12/2013;1-2 Km
18849;632;AW00018849;Faith;Flores;13/12/1965;S;Mujer;faith11@adventure-works.com;100000;3;2;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;4;5840 Hillview Ct;;750-555-0154;03/12/2013;5-10 Km
18850;339;AW00018850;Ethan;Hughes;10/01/1966;C;Hombre;ethan8@adventure-works.com;130000;4;3;Bachelors;Licenciatura;Management;Gestión;1;3;551 Two Bay Road;;192-555-0120;05/12/2013;2-5 Km
18851;337;AW00018851;Dalton;Cook;14/04/1960;C;Hombre;dalton83@adventure-works.com;80000;2;0;Partial High School;Educación secundaria (en curso);Skilled Manual;Obrero especializado;0;2;8634 Mi Casa Court;;944-555-0117;12/12/2013;1-2 Km
18852;60;AW00018852;Allison;Sanders;19/07/1965;C;Mujer;allison2@adventure-works.com;80000;3;0;Partial High School;Educación secundaria (en curso);Skilled Manual;Obrero especializado;1;2;1693 C Northwood Dr;;692-555-0189;08/08/2013;5-10 Km
18853;539;AW00018853;Jacqueline;Gray;11/01/1960;C;Mujer;jacqueline30@adventure-works.com;80000;3;0;Partial High School;Educación secundaria (en curso);Skilled Manual;Obrero especializado;1;2;5851 Dancing Court;;697-555-0184;26/04/2013;5-10 Km
18854;623;AW00018854;Hunter;Turner;21/05/1965;C;Hombre;hunter34@adventure-works.com;60000;2;0;Partial High School;Educación secundaria (en curso);Skilled Manual;Obrero especializado;0;2;1908 Petarct;;959-555-0118;19/12/2013;1-2 Km
18855;54;AW00018855;Robert;Zhang;19/11/1959;S;Hombre;robert35@adventure-works.com;60000;2;0;Partial High School;Educación secundaria (en curso);Skilled Manual;Obrero especializado;1;2;4025 Hill Dr;;163-555-0111;19/05/2013;5-10 Km
18856;352;AW00018856;Thomas;Green;12/09/1959;C;Hombre;thomas50@adventure-works.com;60000;2;0;Partial High School;Educación secundaria (en curso);Skilled Manual;Obrero especializado;0;2;4135 Kaywood Drive;;198-555-0118;23/12/2013;1-2 Km
18857;614;AW00018857;Sebastian;Sanders;01/01/1960;C;Hombre;sebastian3@adventure-works.com;60000;2;0;Partial High School;Educación secundaria (en curso);Skilled Manual;Obrero especializado;1;2;5680 Camelback Ct.;;300-555-0170;20/12/2013;5-10 Km
18858;336;AW00018858;Miguel;Parker;02/11/1959;S;Hombre;miguel42@adventure-works.com;60000;2;0;Partial High School;Educación secundaria (en curso);Skilled Manual;Obrero especializado;1;2;5980 Icicle Circle;Unit H;199-555-0159;19/12/2013;5-10 Km
18859;62;AW00018859;Olivia;Henderson;17/03/1960;C;Mujer;olivia50@adventure-works.com;60000;2;0;Partial High School;Educación secundaria (en curso);Skilled Manual;Obrero especializado;1;2;2555 Via Rosa;;411-555-0118;18/06/2013;5-10 Km
18860;635;AW00018860;Sydney;Foster;13/12/1965;C;Mujer;sydney38@adventure-works.com;70000;3;1;High School;Educación secundaria;Professional;Profesional;0;0;512 Palms Dr;;714-555-0190;06/12/2013;1-2 Km
18861;607;AW00018861;Ashley;Wood;22/08/1959;C;Mujer;ashley28@adventure-works.com;70000;3;1;High School;Educación secundaria;Professional;Profesional;1;0;192 Bundros Court;;697-555-0180;10/10/2013;5-10 Km
18862;300;AW00018862;Luke;Zhang;21/03/1960;C;Hombre;luke13@adventure-works.com;70000;3;1;High School;Educación secundaria;Professional;Profesional;1;0;824 El Campo Ct;;853-555-0199;04/12/2013;5-10 Km
18863;383;AW00018863;Charles;Scott;13/05/1960;S;Hombre;charles33@adventure-works.com;70000;3;1;High School;Educación secundaria;Professional;Profesional;1;0;6557 Rose St.;;750-555-0154;20/12/2013;5-10 Km
18864;361;AW00018864;Elijah;Long;08/09/1965;C;Hombre;elijah13@adventure-works.com;70000;3;1;High School;Educación secundaria;Professional;Profesional;0;0;7360 San Benito Drive;;706-555-0161;05/12/2013;1-2 Km
18865;623;AW00018865;Ashley;Hayes;23/07/1958;C;Mujer;ashley50@adventure-works.com;60000;3;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;8447 Kentucky Dr.;;117-555-0125;12/12/2013;1-2 Km
18866;311;AW00018866;Miguel;Scott;30/09/1958;C;Hombre;miguel30@adventure-works.com;60000;3;0;Graduate Degree;Estudios de postgrado;Management;Gestión;0;2;975 Madrid;;399-555-0192;12/12/2013;1-2 Km
18867;545;AW00018867;Thomas;Perry;15/03/1958;C;Hombre;thomas9@adventure-works.com;40000;3;0;Partial College;Estudios universitarios (en curso);Professional;Profesional;0;2;5064 Greendell Rd;;522-555-0149;03/12/2013;1-2 Km
18868;337;AW00018868;Adam;Long;15/11/1957;S;Hombre;adam7@adventure-works.com;40000;3;0;Partial College;Estudios universitarios (en curso);Professional;Profesional;1;2;4666 Lancelot Drive;;954-555-0118;29/11/2013;5-10 Km
18869;343;AW00018869;Ashley;Flores;25/02/1958;C;Mujer;ashley39@adventure-works.com;40000;3;0;Partial College;Estudios universitarios (en curso);Professional;Profesional;0;2;289 D Bel Air Drive;;666-555-0149;30/11/2013;5-10 Km
18870;536;AW00018870;Ana;Barnes;31/01/1958;C;Mujer;ana3@adventure-works.com;40000;3;0;Partial College;Estudios universitarios (en curso);Professional;Profesional;0;2;7600 Tulip Drive;;228-555-0115;21/01/2014;5-10 Km
18871;43;AW00018871;Ruben;Rubio;11/01/1943;C;Hombre;ruben0@adventure-works.com;60000;3;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;5979 La Corte Bonita;;652-555-0151;04/02/2013;10+ Km
18872;611;AW00018872;Miguel;Severino;19/12/1943;C;Hombre;miguel71@adventure-works.com;60000;3;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;4421 Holiday Hill Dr.;;276-555-0184;20/10/2013;10+ Km
18873;552;AW00018873;Austin;Rodriguez;18/05/1945;S;Hombre;austin35@adventure-works.com;60000;3;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;6227 Oak Creek Ct.;;145-555-0182;11/08/2013;10+ Km
18874;638;AW00018874;Julia;Green;03/11/1944;C;Mujer;julia11@adventure-works.com;60000;3;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;1120 Curtis Drive;;864-555-0131;03/08/2013;10+ Km
18875;71;AW00018875;Devin;Watson;23/11/1944;C;Hombre;devin62@adventure-works.com;60000;3;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;5728 Thames Dr;;739-555-0110;03/09/2013;1-2 Km
18876;300;AW00018876;Luke;Chen;15/02/1945;C;Hombre;luke15@adventure-works.com;70000;5;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;8432 Sierra Madre;#914;982-555-0198;15/12/2013;10+ Km
18877;299;AW00018877;Evan;Hall;03/07/1951;C;Hombre;evan47@adventure-works.com;80000;4;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;2152 Roan Lane;;142-555-0153;08/05/2013;5-10 Km
18878;310;AW00018878;Mallory;Ramos;16/10/1951;C;Mujer;mallory4@adventure-works.com;80000;4;0;Bachelors;Licenciatura;Management;Gestión;1;2;3271 Norse Ct;;295-555-0171;01/12/2013;1-2 Km
18879;310;AW00018879;Garrett;Morgan;22/03/1958;C;Hombre;garrett17@adventure-works.com;50000;4;0;Bachelors;Licenciatura;Management;Gestión;1;2;2964 St. George Dr.;;830-555-0197;05/11/2013;10+ Km
18880;536;AW00018880;Jarrod;Sanchez;04/09/1946;C;Hombre;jarrod19@adventure-works.com;60000;3;0;Graduate Degree;Estudios de postgrado;Management;Gestión;0;2;1417 Roosevelt Avenue;;175-555-0161;14/10/2013;1-2 Km
18881;546;AW00018881;Kimberly;James;07/08/1946;C;Mujer;kimberly11@adventure-works.com;70000;5;0;Graduate Degree;Estudios de postgrado;Management;Gestión;1;2;800 Treeline Drive;;311-555-0111;23/12/2013;10+ Km
18882;63;AW00018882;Dalton;Hayes;31/01/1947;C;Hombre;dalton68@adventure-works.com;70000;5;0;Graduate Degree;Estudios de postgrado;Management;Gestión;0;2;7311 Blackridge Dr.;;138-555-0196;26/11/2013;1-2 Km
18883;51;AW00018883;Jonathan;Garcia;05/12/1982;S;Hombre;jonathan70@adventure-works.com;40000;0;0;Partial High School;Educación secundaria (en curso);Clerical;Administrativo;0;2;983 St. Dunstan Ct.;;516-555-0154;12/03/2013;5-10 Km
18884;60;AW00018884;Bryan;Reed;17/12/1982;S;Hombre;bryan21@adventure-works.com;40000;0;0;Partial High School;Educación secundaria (en curso);Clerical;Administrativo;1;2;5071 Stonehedge Dr.;;391-555-0123;16/08/2013;5-10 Km
18885;10;AW00018885;Cara;Ma;22/12/1953;S;Mujer;cara11@adventure-works.com;20000;4;0;High School;Educación secundaria;Skilled Manual;Obrero especializado;1;2;6062 Sudden Loop;;1 (11) 500 555-0184;09/02/2013;5-10 Km
18886;607;AW00018886;Donald;McDonald;10/06/1983;S;Hombre;donald7@adventure-works.com;40000;0;0;Partial High School;Educación secundaria (en curso);Clerical;Administrativo;0;2;2309 Mt. Olivet Ct.;;164-555-0155;26/09/2013;1-2 Km
18887;607;AW00018887;Kari;Hernandez;21/11/1982;S;Mujer;kari24@adventure-works.com;40000;0;0;Partial High School;Educación secundaria (en curso);Clerical;Administrativo;1;2;5486 Maria Vega Court;;318-555-0161;27/12/2013;5-10 Km
18888;623;AW00018888;Devin;Powell;17/06/1983;S;Hombre;devin47@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;1;6920 Brook Hollow Ct.;;397-555-0152;24/04/2013;5-10 Km
18889;627;AW00018889;Katelyn;Murphy;14/09/1982;S;Mujer;katelyn14@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;0;1;1250 Sierra Ridge;;714-555-0164;01/02/2013;1-2 Km
18890;634;AW00018890;Lauren;Blue;30/11/1982;C;Mujer;lauren5@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;2;3127 Terrace;;983-555-0112;17/07/2013;5-10 Km
18891;298;AW00018891;Megan;James;10/03/1983;C;Mujer;megan45@adventure-works.com;40000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;2;4912 La Vuelta;;677-555-0130;31/12/2013;5-10 Km
18892;310;AW00018892;Chase;Howard;16/05/1983;S;Hombre;chase11@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;2;4496 Hurlstone Ct.;;133-555-0121;15/11/2013;5-10 Km
18893;329;AW00018893;Devin;White;13/12/1982;S;Hombre;devin11@adventure-works.com;60000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;0;2;9549 Roxbury Drive;;808-555-0131;16/03/2013;1-2 Km
18894;345;AW00018894;Eric;Allen;21/03/1983;S;Hombre;eric62@adventure-works.com;70000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;1;2;4478 W Lake Drive;;507-555-0146;14/12/2013;5-10 Km
18895;28;AW00018895;Marco;Madan;13/08/1960;C;Hombre;marco8@adventure-works.com;10000;2;1;Partial High School;Educación secundaria (en curso);Clerical;Administrativo;1;2;6675 Andrea Lane;;1 (11) 500 555-0177;26/02/2013;5-10 Km
18896;31;AW00018896;Jonathan;Russell;13/09/1954;C;Hombre;jonathan19@adventure-works.com;20000;2;1;Partial High School;Educación secundaria (en curso);Clerical;Administrativo;0;2;3698 Driftwood Court;;1 (11) 500 555-0149;19/04/2013;1-2 Km
18897;15;AW00018897;Russell;Black;04/02/1955;C;Hombre;russell23@adventure-works.com;20000;2;1;Partial High School;Educación secundaria (en curso);Clerical;Administrativo;1;2;7805 Roslyn Drive;;1 (11) 500 555-0117;01/09/2013;5-10 Km
18898;15;AW00018898;Monica;Chandra;10/03/1961;S;Mujer;monica2@adventure-works.com;20000;2;1;Partial High School;Educación secundaria (en curso);Clerical;Administrativo;1;2;6456 Eagle Way;;1 (11) 500 555-0186;08/03/2013;5-10 Km
18899;29;AW00018899;Glenn;Liu;26/10/1955;C;Hombre;glenn5@adventure-works.com;30000;3;0;Partial College;Estudios universitarios (en curso);Clerical;Administrativo;0;2;8186 St. Michael Drive;#a;1 (11) 500 555-0146;03/07/2011;5-10 Km
18900;12;AW00018900;Mathew;Torres;06/04/1956;C;Hombre;mathew7@adventure-works.com;30000;3;0;Partial College;Estudios universitarios (en curso);Clerical;Administrativo;0;2;6939 E. 8th St.;;1 (11) 500 555-0197;14/07/2011;5-10 Km
18901;19;AW00018901;Connor;Shan;05/09/1962;S;Hombre;connor26@adventure-works.com;20000;2;1;Partial High School;Educación secundaria (en curso);Clerical;Administrativo;1;2;8049 Jefferson Street;;1 (11) 500 555-0188;15/06/2013;5-10 Km
18902;35;AW00018902;Steve;Chen;12/08/1962;C;Hombre;steve6@adventure-works.com;30000;3;0;High School;Educación secundaria;Skilled Manual;Obrero especializado;0;2;3972 Almond Drive;;1 (11) 500 555-0125;20/07/2011;1-2 Km
18903;18;AW00018903;Louis;Zeng;26/05/1957;S;Hombre;louis16@adventure-works.com;30000;3;0;High School;Educación secundaria;Skilled Manual;Obrero especializado;1;2;1700 C Street;;1 (11) 500 555-0194;17/07/2011;5-10 Km
18904;358;AW00018904;Emma;Thomas;12/04/1986;S;Mujer;emma10@adventure-works.com;30000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;0;2;3923 Montgomery Ave.;;684-555-0120;17/09/2013;5-10 Km
18905;627;AW00018905;Samuel;Adams;01/04/1985;S;Hombre;samuel44@adventure-works.com;70000;0;0;Partial College;Estudios universitarios (en curso);Skilled Manual;Obrero especializado;0;2;3518 Black Pine Lane;;161-555-0157;20/12/2013;0-1 Km
